ID_Nodo,Latitud,Longitud,Calle_A,Calle_B,Nombre_Esquina
392350307,-24.7775275,-65.4112093,Florentino Ameghino,Paseo Florentino Ameghino,Florentino Ameghino y Paseo Florentino Ameghino
392350309,-24.7776393,-65.4056856,Florentino Ameghino,Juan Martín de Pueyrredón,Florentino Ameghino y Juan Martín de Pueyrredón
392350310,-24.7848873,-65.411925,Antonio Balcarce,Santiago del Estero,Antonio Balcarce y Santiago del Estero
392350311,-24.7810578,-65.4115135,Antonio Balcarce,Avenida Entre Ríos,Antonio Balcarce y Avenida Entre Ríos
392350312,-24.7798168,-65.4114278,Adolfo Alsina,Antonio Balcarce,Adolfo Alsina y Antonio Balcarce
392350318,-24.7823843,-65.4116873,Antonio Balcarce,Bernardino Rivadavia,Antonio Balcarce y Bernardino Rivadavia
392350319,-24.7774787,-65.4084117,Facundo de Zuviría,Florentino Ameghino,Facundo de Zuviría y Florentino Ameghino
392350320,-24.7773837,-65.4098166,Bartolomé Mitre,Florentino Ameghino,Bartolomé Mitre y Florentino Ameghino
392350321,-24.7775529,-65.4070108,Deán Funes,Florentino Ameghino,Deán Funes y Florentino Ameghino
392350322,-24.7861943,-65.4120542,Antonio Balcarce,General Martín Miguel de Güemes,Antonio Balcarce y General Martín Miguel de Güemes
392350324,-24.7789254,-65.405787,Juan Martín de Pueyrredón,Mariano Necochea,Juan Martín de Pueyrredón y Mariano Necochea
392350325,-24.7788234,-65.4071412,Deán Funes,Mariano Necochea,Deán Funes y Mariano Necochea
392350326,-24.7787422,-65.4085479,Facundo de Zuviría,Mariano Necochea,Facundo de Zuviría y Mariano Necochea
392350327,-24.7786571,-65.4099458,Bartolomé Mitre,Mariano Necochea,Bartolomé Mitre y Mariano Necochea
392350328,-24.7801869,-65.405902,Adolfo Alsina,Juan Martín de Pueyrredón,Adolfo Alsina y Juan Martín de Pueyrredón
392350329,-24.7800665,-65.4072763,Adolfo Alsina,Deán Funes,Adolfo Alsina y Deán Funes
392350330,-24.7799909,-65.4086983,Adolfo Alsina,Facundo de Zuviría,Adolfo Alsina y Facundo de Zuviría
392350331,-24.7799046,-65.410058,Adolfo Alsina,Bartolomé Mitre,Adolfo Alsina y Bartolomé Mitre
392350332,-24.7814293,-65.4060301,Avenida Entre Ríos,Juan Martín de Pueyrredón,Avenida Entre Ríos y Juan Martín de Pueyrredón
392350333,-24.7813349,-65.4074005,Avenida Entre Ríos,Deán Funes,Avenida Entre Ríos y Deán Funes
392350334,-24.7812498,-65.4087831,Avenida Entre Ríos,Facundo de Zuviría,Avenida Entre Ríos y Facundo de Zuviría
392350335,-24.7811438,-65.4101656,Avenida Entre Ríos,Bartolomé Mitre,Avenida Entre Ríos y Bartolomé Mitre
392350336,-24.7827409,-65.4062804,Bernardino Rivadavia,Juan Martín de Pueyrredón,Bernardino Rivadavia y Juan Martín de Pueyrredón
392350337,-24.7826576,-65.4075564,Bernardino Rivadavia,Deán Funes,Bernardino Rivadavia y Deán Funes
392350338,-24.782555,-65.4089378,Bernardino Rivadavia,Facundo de Zuviría,Bernardino Rivadavia y Facundo de Zuviría
392350339,-24.7824667,-65.4103086,Bartolomé Mitre,Bernardino Rivadavia,Bartolomé Mitre y Bernardino Rivadavia
392350340,-24.7839841,-65.406401,Juan Martín Leguizamón,Juan Martín de Pueyrredón,Juan Martín Leguizamón y Juan Martín de Pueyrredón
392350341,-24.7839014,-65.4076919,Deán Funes,Juan Martín Leguizamón,Deán Funes y Juan Martín Leguizamón
392350342,-24.7838073,-65.409049,Facundo de Zuviría,Juan Martín Leguizamón,Facundo de Zuviría y Juan Martín Leguizamón
392350343,-24.7837131,-65.4104201,Bartolomé Mitre,Juan Martín Leguizamón,Bartolomé Mitre y Juan Martín Leguizamón
392350344,-24.7853361,-65.40652,Juan Martín de Pueyrredón,Santiago del Estero,Juan Martín de Pueyrredón y Santiago del Estero
392350345,-24.7852213,-65.407834,Deán Funes,Santiago del Estero,Deán Funes y Santiago del Estero
392350346,-24.7851203,-65.4091942,Facundo de Zuviría,Santiago del Estero,Facundo de Zuviría y Santiago del Estero
392350347,-24.7850033,-65.4105469,Bartolomé Mitre,Santiago del Estero,Bartolomé Mitre y Santiago del Estero
392350348,-24.7867668,-65.4066662,General Martín Miguel de Güemes,Juan Martín de Pueyrredón,General Martín Miguel de Güemes y Juan Martín de Pueyrredón
392350349,-24.7866059,-65.4079793,Deán Funes,General Martín Miguel de Güemes,Deán Funes y General Martín Miguel de Güemes
392350350,-24.7864696,-65.4093416,Facundo de Zuviría,General Martín Miguel de Güemes,Facundo de Zuviría y General Martín Miguel de Güemes
392350351,-24.7863396,-65.4106886,Bartolomé Mitre,General Martín Miguel de Güemes,Bartolomé Mitre y General Martín Miguel de Güemes
392350352,-24.7876419,-65.40673,Avenida Manuel Belgrano,Benjamín Zorrilla,Avenida Manuel Belgrano y Benjamín Zorrilla
392350353,-24.7875891,-65.4080772,Avenida Manuel Belgrano,Deán Funes,Avenida Manuel Belgrano y Deán Funes
392350354,-24.7875635,-65.4094554,Avenida Manuel Belgrano,Facundo de Zuviría,Avenida Manuel Belgrano y Facundo de Zuviría
392350355,-24.7877121,-65.4108343,Avenida Manuel Belgrano,Bartolomé Mitre,Avenida Manuel Belgrano y Bartolomé Mitre
392350356,-24.7926231,-65.4071,Hernando de Lerma,Justo José de Urquiza,Hernando de Lerma y Justo José de Urquiza
392350357,-24.7925402,-65.4085278,Córdoba,Justo José de Urquiza,Córdoba y Justo José de Urquiza
392350358,-24.7924891,-65.409898,Buenos Aires,Justo José de Urquiza,Buenos Aires y Justo José de Urquiza
392350360,-24.7714707,-65.405035,General Juan Antonio Álvarez de Arenales,Juan Martín de Pueyrredón,General Juan Antonio Álvarez de Arenales y Juan Martín de Pueyrredón
392350362,-24.7913434,-65.4070282,Hernando de Lerma,Rudecindo Alvarado,Hernando de Lerma y Rudecindo Alvarado
392350363,-24.7913123,-65.4084173,Córdoba,Rudecindo Alvarado,Córdoba y Rudecindo Alvarado
392350364,-24.7911981,-65.4097793,Buenos Aires,Rudecindo Alvarado,Buenos Aires y Rudecindo Alvarado
392350366,-24.7860986,-65.4273659,Avenida Manuel Belgrano,República de Siria,Avenida Manuel Belgrano y República de Siria
392350367,-24.7873483,-65.4274689,España,República de Siria,España y República de Siria
392350369,-24.7884574,-65.4122682,Antonio Balcarce,España,Antonio Balcarce y España
430557359,-24.7740185,-65.4053055,Aniceto Latorre,Juan Martín de Pueyrredón,Aniceto Latorre y Juan Martín de Pueyrredón
430557360,-24.7803471,-65.4033285,Adolfo Alsina,Avenida del Bicentenario de la Batalla de Salta,Adolfo Alsina y Avenida del Bicentenario de la Batalla de Salta
430557361,-24.777832,-65.4031396,Avenida del Bicentenario de la Batalla de Salta,Florentino Ameghino,Avenida del Bicentenario de la Batalla de Salta y Florentino Ameghino
430557362,-24.7765876,-65.4028626,Avenida del Bicentenario de la Batalla de Salta,Bernardo O'Higgins,Avenida del Bicentenario de la Batalla de Salta y Bernardo O'Higgins
446376365,-24.7816007,-65.4032826,Avenida Antonio Fernández Cornejo,Avenida del Bicentenario de la Batalla de Salta,Avenida Antonio Fernández Cornejo y Avenida del Bicentenario de la Batalla de Salta
446376367,-24.7902842,-65.4017638,Avenida Hipólito Yrigoyen,Avenida del Bicentenario de la Batalla de Salta,Avenida Hipólito Yrigoyen y Avenida del Bicentenario de la Batalla de Salta
446376376,-24.7893353,-65.4179362,Adolfo Güemes,Caseros,Adolfo Güemes y Caseros
446376382,-24.789984,-65.4083104,Córdoba,Deán Funes,Córdoba y Deán Funes
446376392,-24.7807917,-65.4156658,Avenida Domingo Faustino Sarmiento,Avenida Entre Ríos,Avenida Domingo Faustino Sarmiento y Avenida Entre Ríos
446376402,-24.7808761,-65.4142481,25 de Mayo,Avenida Entre Ríos,25 de Mayo y Avenida Entre Ríos
446376408,-24.7703652,-65.4035457,Martina Silva de Gurruchaga,Vicente López,Martina Silva de Gurruchaga y Vicente López
446376410,-24.7814993,-65.404885,Avenida Entre Ríos,Vicente López,Avenida Entre Ríos y Vicente López
446376412,-24.7952477,-65.4059418,Catamarca,Mendoza,Catamarca y Mendoza
446376414,-24.7901615,-65.4055937,Catamarca,Vicente López,Catamarca y Vicente López
446387519,-24.7810077,-65.4322034,Bernardino Rivadavia,Luis Burela,Bernardino Rivadavia y Luis Burela
446390853,-24.7869253,-65.4148975,25 de Mayo,Avenida Manuel Belgrano,25 de Mayo y Avenida Manuel Belgrano
446390855,-24.7886205,-65.3993516,Avenida Francisco de Gurruchaga,San Lorenzo,Avenida Francisco de Gurruchaga y San Lorenzo
446390856,-24.7882708,-65.4021184,Avenida del Bicentenario de la Batalla de Salta,Benjamín Zorrilla,Avenida del Bicentenario de la Batalla de Salta y Benjamín Zorrilla
446390857,-24.7878513,-65.4054067,Benjamín Zorrilla,Vicente López,Benjamín Zorrilla y Vicente López
446390858,-24.7940997,-65.4000353,Avenida Hipólito Yrigoyen,Avenida San Martín,Avenida Hipólito Yrigoyen y Avenida San Martín
446390860,-24.7933401,-65.4127616,Avenida San Martín,Florida,Avenida San Martín y Florida
446390862,-24.7931165,-65.416866,Avenida San Martín,Jujuy,Avenida San Martín y Jujuy
484686355,-24.8026761,-65.4178373,Coronel Jorge Vidt,Jujuy,Coronel Jorge Vidt y Jujuy
567058863,-24.799788,-65.4133529,Florida,Tucumán,Florida y Tucumán
567058866,-24.7932565,-65.4141065,Avenida San Martín,Ituzaingó,Avenida San Martín y Ituzaingó
567058867,-24.7945556,-65.4142311,Ituzaingó,Mendoza,Ituzaingó y Mendoza
567058868,-24.7958436,-65.4143732,Ituzaingó,San Juan,Ituzaingó y San Juan
567058869,-24.7959564,-65.4129914,Florida,San Juan,Florida y San Juan
567058870,-24.7860157,-65.4133755,20 de Febrero,General Martín Miguel de Güemes,20 de Febrero y General Martín Miguel de Güemes
567058871,-24.7870476,-65.4134854,20 de Febrero,Avenida Manuel Belgrano,20 de Febrero y Avenida Manuel Belgrano
567058872,-24.7883474,-65.4136067,20 de Febrero,España,20 de Febrero y España
567058873,-24.7896137,-65.4137381,20 de Febrero,Ituzaingó,20 de Febrero y Ituzaingó
567058874,-24.8013167,-65.4106766,Buenos Aires,Corrientes,Buenos Aires y Corrientes
567058875,-24.8000901,-65.410557,Buenos Aires,Tucumán,Buenos Aires y Tucumán
567058876,-24.7974548,-65.4103225,Buenos Aires,San Luis,Buenos Aires y San Luis
567058877,-24.7948911,-65.4101036,Buenos Aires,Mendoza,Buenos Aires y Mendoza
567058878,-24.7822956,-65.4130335,20 de Febrero,Bernardino Rivadavia,20 de Febrero y Bernardino Rivadavia
567058879,-24.7835422,-65.4131584,20 de Febrero,Juan Martín Leguizamón,20 de Febrero y Juan Martín Leguizamón
567058880,-24.784789,-65.4132621,20 de Febrero,Santiago del Estero,20 de Febrero y Santiago del Estero
571784152,-24.7931997,-65.4154181,Avenida San Martín,Carlos Pellegrini,Avenida San Martín y Carlos Pellegrini
571784153,-24.7895261,-65.4150781,25 de Mayo,Carlos Pellegrini,25 de Mayo y Carlos Pellegrini
571784154,-24.7894297,-65.4164623,Avenida Domingo Faustino Sarmiento,Caseros,Avenida Domingo Faustino Sarmiento y Caseros
571784157,-24.7881426,-65.4163355,Avenida Domingo Faustino Sarmiento,España,Avenida Domingo Faustino Sarmiento y España
571784162,-24.7882499,-65.4150271,25 de Mayo,España,25 de Mayo y España
571784167,-24.7867758,-65.4162011,Avenida Domingo Faustino Sarmiento,Avenida Manuel Belgrano,Avenida Domingo Faustino Sarmiento y Avenida Manuel Belgrano
571784169,-24.7939671,-65.4058662,Avenida San Martín,Catamarca,Avenida San Martín y Catamarca
571784192,-24.782118,-65.4157953,Avenida Domingo Faustino Sarmiento,Bernardino Rivadavia,Avenida Domingo Faustino Sarmiento y Bernardino Rivadavia
571784194,-24.7821919,-65.4144121,25 de Mayo,Bernardino Rivadavia,25 de Mayo y Bernardino Rivadavia
571784198,-24.7741252,-65.4039511,Aniceto Latorre,Vicente López,Aniceto Latorre y Vicente López
571784200,-24.7715931,-65.4036639,General Juan Antonio Álvarez de Arenales,Vicente López,General Juan Antonio Álvarez de Arenales y Vicente López
595505138,-24.7710403,-65.4148096,Avenida Domingo Faustino Sarmiento,General Juan Antonio Álvarez de Arenales,Avenida Domingo Faustino Sarmiento y General Juan Antonio Álvarez de Arenales
595505148,-24.7709509,-65.4118752,20 de Febrero,General Juan Antonio Álvarez de Arenales,20 de Febrero y General Juan Antonio Álvarez de Arenales
595505253,-24.7744848,-65.4155608,12 de Octubre,Rotonda del Parque 20 de Febrero,12 de Octubre y Rotonda del Parque 20 de Febrero
595505254,-24.775002,-65.4151169,Avenida Domingo Faustino Sarmiento,Rotonda del Parque 20 de Febrero,Avenida Domingo Faustino Sarmiento y Rotonda del Parque 20 de Febrero
595505255,-24.7745478,-65.4145009,12 de Octubre,Rotonda del Parque 20 de Febrero,12 de Octubre y Rotonda del Parque 20 de Febrero
595505256,-24.7740304,-65.4150429,Avenida Domingo Faustino Sarmiento,Rotonda del Parque 20 de Febrero,Avenida Domingo Faustino Sarmiento y Rotonda del Parque 20 de Febrero
878834938,-24.7952245,-65.3950951,Doctor Juan B. Peñalva,Mariano Boedo,Doctor Juan B. Peñalva y Mariano Boedo
878834941,-24.7952019,-65.3958423,Doctor Franciso Cabrera,Mariano Boedo,Doctor Franciso Cabrera y Mariano Boedo
878834964,-24.794276,-65.3973864,Doctor Carlos Costas,Mariano Boedo,Doctor Carlos Costas y Mariano Boedo
878835003,-24.7915305,-65.4043806,Rudecindo Alvarado,Santa Fe,Rudecindo Alvarado y Santa Fe
985377272,-24.7963272,-65.4088354,Córdoba,San Juan,Córdoba y San Juan
985377273,-24.7975543,-65.4089207,Córdoba,San Luis,Córdoba y San Luis
985377295,-24.8075058,-65.4105075,Pasaje Bolivia,Pasaje Juan Adrián Cornejo,Pasaje Bolivia y Pasaje Juan Adrián Cornejo
985377313,-24.7979169,-65.3978962,Nuestra Señora de Talavera,Pedro Pardo,Nuestra Señora de Talavera y Pedro Pardo
985377401,-24.7959056,-65.4032301,Coronel Feliciano Antonio Chiclana,Juan Galo Lavalle,Coronel Feliciano Antonio Chiclana y Juan Galo Lavalle
1000789486,-24.7919228,-65.4167133,Jujuy,Justo José de Urquiza,Jujuy y Justo José de Urquiza
1000789494,-24.7917778,-65.4016251,Avenida Hipólito Yrigoyen,Mariano Boedo,Avenida Hipólito Yrigoyen y Mariano Boedo
1000789497,-24.7906148,-65.4165883,Jujuy,Rudecindo Alvarado,Jujuy y Rudecindo Alvarado
1015252889,-24.7798109,-65.4310526,Avenida Entre Ríos,Coronel Manuel Isidoro Suárez,Avenida Entre Ríos y Coronel Manuel Isidoro Suárez
1015252956,-24.7943234,-65.4169929,Jujuy,Mendoza,Jujuy y Mendoza
1015252983,-24.8036817,-65.416408,Avenida Chile,Puente Dalmacio Vélez Sarsfield,Avenida Chile y Puente Dalmacio Vélez Sarsfield
1015252985,-24.7944434,-65.4155708,Carlos Pellegrini,Mendoza,Carlos Pellegrini y Mendoza
1015252999,-24.7799276,-65.4282386,Avenida Entre Ríos,Avenida Juan Domingo Perón,Avenida Entre Ríos y Avenida Juan Domingo Perón
1167269803,-24.7858319,-65.4147748,25 de Mayo,General Martín Miguel de Güemes,25 de Mayo y General Martín Miguel de Güemes
1167269805,-24.790336,-65.4207951,General José María Paz,Rudecindo Alvarado,General José María Paz y Rudecindo Alvarado
1167269818,-24.7812859,-65.4283632,Bernardino Rivadavia,Junín,Bernardino Rivadavia y Junín
1167269819,-24.7842926,-65.4202396,Santiago del Estero,Simón Bolívar,Santiago del Estero y Simón Bolívar
1167269821,-24.7868515,-65.4344027,Doctor Luis Güemes,España,Doctor Luis Güemes y España
1167269828,-24.7887843,-65.4262154,Caseros,Chacabuco,Caseros y Chacabuco
1167269843,-24.7795613,-65.4155728,Adolfo Alsina,Avenida Domingo Faustino Sarmiento,Adolfo Alsina y Avenida Domingo Faustino Sarmiento
1167269845,-24.7897663,-65.4290786,Ayacucho,Rudecindo Alvarado,Ayacucho y Rudecindo Alvarado
1167269868,-24.7842213,-65.4028217,Avenida del Bicentenario de la Batalla de Salta,Doctor Manuel Solá,Avenida del Bicentenario de la Batalla de Salta y Doctor Manuel Solá
1167269871,-24.7927754,-65.4223901,Avenida San Martín,General Gregorio Aráoz de Lamadrid,Avenida San Martín y General Gregorio Aráoz de Lamadrid
1167269873,-24.7829708,-65.4214997,Almirante Guillermo Brown,Juan Martín Leguizamón,Almirante Guillermo Brown y Juan Martín Leguizamón
1167269876,-24.7928571,-65.4210026,Avenida San Martín,General José María Paz,Avenida San Martín y General José María Paz
1167269878,-24.7780299,-65.4196117,Mariano Necochea,Simón Bolívar,Mariano Necochea y Simón Bolívar
1167269880,-24.7846993,-65.4146673,25 de Mayo,Santiago del Estero,25 de Mayo y Santiago del Estero
1167269894,-24.780692,-65.4170769,Adolfo Güemes,Avenida Entre Ríos,Adolfo Güemes y Avenida Entre Ríos
1167269895,-24.7929552,-65.4196378,Avenida San Martín,José Ignacio de Gorriti,Avenida San Martín y José Ignacio de Gorriti
1167269897,-24.7841109,-65.4230052,Martín Cornejo,Santiago del Estero,Martín Cornejo y Santiago del Estero
1167269919,-24.7789935,-65.404521,Mariano Necochea,Vicente López,Mariano Necochea y Vicente López
1167269921,-24.7940319,-65.4045555,Avenida San Martín,Santa Fe,Avenida San Martín y Santa Fe
1167269929,-24.7855445,-65.4038979,Juramento,Santiago del Estero,Juramento y Santiago del Estero
1167269931,-24.780518,-65.4198712,Avenida Entre Ríos,General Pablo Latorre,Avenida Entre Ríos y General Pablo Latorre
1167269939,-24.7802134,-65.4246728,Avenida Entre Ríos,Pasaje Riobamba,Avenida Entre Ríos y Pasaje Riobamba
1167269940,-24.7831638,-65.4187409,Juan Martín Leguizamón,Marcelo T. de Alvear,Juan Martín Leguizamón y Marcelo T. de Alvear
1167269948,-24.7923851,-65.4279027,Avenida San Martín,Coronel José de Moldes,Avenida San Martín y Coronel José de Moldes
1167269959,-24.7830749,-65.4201101,Juan Martín Leguizamón,Simón Bolívar,Juan Martín Leguizamón y Simón Bolívar
1167269961,-24.7813214,-65.4185714,Marcelo T. de Alvear,Pasaje Tineo,Marcelo T. de Alvear y Pasaje Tineo
1167269962,-24.783119,-65.4194399,Juan Martín Leguizamón,Pasaje José María Todd,Juan Martín Leguizamón y Pasaje José María Todd
1167269963,-24.7801686,-65.4253929,Avenida Entre Ríos,Maipú,Avenida Entre Ríos y Maipú
1167269965,-24.7742329,-65.4192297,12 de Octubre,Simón Bolívar,12 de Octubre y Simón Bolívar
1167269967,-24.7866963,-65.3997924,Avenida Paseo Güemes,Avenida Uruguay,Avenida Paseo Güemes y Avenida Uruguay
1167269980,-24.7846577,-65.4314465,Coronel Manuel Isidoro Suárez,General Martín Miguel de Güemes,Coronel Manuel Isidoro Suárez y General Martín Miguel de Güemes
1167269983,-24.7814031,-65.4171783,Adolfo Güemes,Pasaje Tineo,Adolfo Güemes y Pasaje Tineo
1167269985,-24.793043,-65.4183585,Avenida San Martín,Islas Malvinas,Avenida San Martín y Islas Malvinas
1167269990,-24.7914826,-65.4228731,Calchaquí,Justo José de Urquiza,Calchaquí y Justo José de Urquiza
1167269991,-24.789164,-65.4204191,Caseros,General José María Paz,Caseros y General José María Paz
1167270001,-24.7796292,-65.4141373,25 de Mayo,Adolfo Alsina,25 de Mayo y Adolfo Alsina
1167270003,-24.780264,-65.4239629,Avenida Entre Ríos,Rudecindo Ibazeta,Avenida Entre Ríos y Rudecindo Ibazeta
1167270006,-24.7794756,-65.4170057,Adolfo Alsina,Adolfo Güemes,Adolfo Alsina y Adolfo Güemes
1167270013,-24.7792879,-65.4197602,Adolfo Alsina,Simón Bolívar,Adolfo Alsina y Simón Bolívar
1167270015,-24.7815732,-65.4241302,Bernardino Rivadavia,Rudecindo Ibazeta,Bernardino Rivadavia y Rudecindo Ibazeta
1167270032,-24.7867511,-65.4360866,España,Luis Burela,España y Luis Burela
1167270036,-24.7836112,-65.4299543,Juan Esteban Pedernera,Santiago del Estero,Juan Esteban Pedernera y Santiago del Estero
1167270037,-24.7840627,-65.4051096,Juan Martín Leguizamón,Vicente López,Juan Martín Leguizamón y Vicente López
1167270046,-24.7843994,-65.4188719,Marcelo T. de Alvear,Santiago del Estero,Marcelo T. de Alvear y Santiago del Estero
1167270055,-24.7867623,-65.4012289,Avenida Paseo Güemes,Del Milagro,Avenida Paseo Güemes y Del Milagro
1167270057,-24.7834464,-65.4145355,25 de Mayo,Juan Martín Leguizamón,25 de Mayo y Juan Martín Leguizamón
1167270059,-24.7888804,-65.4248301,Caseros,Francisco Narciso de Laprida,Caseros y Francisco Narciso de Laprida
1167270062,-24.7802452,-65.4047065,Adolfo Alsina,Vicente López,Adolfo Alsina y Vicente López
1167270065,-24.7864724,-65.4218276,Almirante Guillermo Brown,Avenida Manuel Belgrano,Almirante Guillermo Brown y Avenida Manuel Belgrano
1167270074,-24.7814013,-65.4269791,Bernardino Rivadavia,República de Siria,Bernardino Rivadavia y República de Siria
1167270077,-24.7865683,-65.4204656,Avenida Manuel Belgrano,Simón Bolívar,Avenida Manuel Belgrano y Simón Bolívar
1167270081,-24.7908264,-65.4138686,Ituzaingó,Rudecindo Alvarado,Ituzaingó y Rudecindo Alvarado
1167270086,-24.7744197,-65.4164859,12 de Octubre,Adolfo Güemes,12 de Octubre y Adolfo Güemes
1167270103,-24.7902058,-65.4227975,Calchaquí,Rudecindo Alvarado,Calchaquí y Rudecindo Alvarado
1167270117,-24.7855715,-65.4175752,Adolfo Güemes,General Martín Miguel de Güemes,Adolfo Güemes y General Martín Miguel de Güemes
1167270125,-24.7925876,-65.4251442,Avenida San Martín,Francisco Narciso de Laprida,Avenida San Martín y Francisco Narciso de Laprida
1167270134,-24.781755,-65.4214197,Almirante Guillermo Brown,Bernardino Rivadavia,Almirante Guillermo Brown y Bernardino Rivadavia
1167270146,-24.7846087,-65.4160525,Avenida Domingo Faustino Sarmiento,Santiago del Estero,Avenida Domingo Faustino Sarmiento y Santiago del Estero
1167270158,-24.7730808,-65.4176977,Aniceto Latorre,Marcelo T. de Alvear,Aniceto Latorre y Marcelo T. de Alvear
1167270167,-24.7866545,-65.4190814,Avenida Manuel Belgrano,Marcelo T. de Alvear,Avenida Manuel Belgrano y Marcelo T. de Alvear
1167270171,-24.7743483,-65.4178459,12 de Octubre,Marcelo T. de Alvear,12 de Octubre y Marcelo T. de Alvear
1167270180,-24.7907274,-65.4151557,Carlos Pellegrini,Rudecindo Alvarado,Carlos Pellegrini y Rudecindo Alvarado
1167270196,-24.7854324,-65.4052214,Santiago del Estero,Vicente López,Santiago del Estero y Vicente López
1167270201,-24.7791851,-65.4211051,Adolfo Alsina,Almirante Guillermo Brown,Adolfo Alsina y Almirante Guillermo Brown
1167270203,-24.7856696,-65.4161466,Avenida Domingo Faustino Sarmiento,General Martín Miguel de Güemes,Avenida Domingo Faustino Sarmiento y General Martín Miguel de Güemes
1167270223,-24.7832527,-65.4173529,Adolfo Güemes,Juan Martín Leguizamón,Adolfo Güemes y Juan Martín Leguizamón
1167270226,-24.786758,-65.4176942,Adolfo Güemes,Avenida Manuel Belgrano,Adolfo Güemes y Avenida Manuel Belgrano
1167270228,-24.789053,-65.4219741,Almirante Guillermo Brown,Caseros,Almirante Guillermo Brown y Caseros
1167270231,-24.7856557,-65.4025596,Avenida del Bicentenario de la Batalla de Salta,República de Israel,Avenida del Bicentenario de la Batalla de Salta y República de Israel
1167270239,-24.7797354,-65.4127771,20 de Febrero,Adolfo Alsina,20 de Febrero y Adolfo Alsina
1167270241,-24.7890049,-65.4227092,Caseros,Higinio Falcón,Caseros y Higinio Falcón
1167270243,-24.7905105,-65.4180886,Islas Malvinas,Rudecindo Alvarado,Islas Malvinas y Rudecindo Alvarado
1167270245,-24.7903542,-65.4205252,General José María Paz,Rudecindo Alvarado,General José María Paz y Rudecindo Alvarado
1167270254,-24.7790746,-65.4032386,Avenida del Bicentenario de la Batalla de Salta,General Eustaquio Frías,Avenida del Bicentenario de la Batalla de Salta y General Eustaquio Frías
1167270257,-24.7892397,-65.4192488,Caseros,José Ignacio de Gorriti,Caseros y José Ignacio de Gorriti
1167270262,-24.7861985,-65.4259962,Avenida Manuel Belgrano,Maipú,Avenida Manuel Belgrano y Maipú
1167270266,-24.7937767,-65.4100013,Avenida San Martín,Buenos Aires,Avenida San Martín y Buenos Aires
1167270280,-24.7938456,-65.4086459,Avenida San Martín,Córdoba,Avenida San Martín y Córdoba
1167270282,-24.7820193,-65.4172392,Adolfo Güemes,Bernardino Rivadavia,Adolfo Güemes y Bernardino Rivadavia
1167270284,-24.7941985,-65.4005872,Avenida Hipólito Yrigoyen,Avenida San Martín,Avenida Hipólito Yrigoyen y Avenida San Martín
1167270286,-24.7921204,-65.4139887,Ituzaingó,Justo José de Urquiza,Ituzaingó y Justo José de Urquiza
1167270289,-24.7805972,-65.4185104,Avenida Entre Ríos,Marcelo T. de Alvear,Avenida Entre Ríos y Marcelo T. de Alvear
1167270291,-24.7811912,-65.4297344,Bernardino Rivadavia,Juan Esteban Pedernera,Bernardino Rivadavia y Juan Esteban Pedernera
1167270298,-24.7868065,-65.4023777,Avenida Paseo Güemes,Avenida del Bicentenario de la Batalla de Salta,Avenida Paseo Güemes y Avenida del Bicentenario de la Batalla de Salta
1167270302,-24.7853858,-65.420352,General Martín Miguel de Güemes,Simón Bolívar,General Martín Miguel de Güemes y Simón Bolívar
1167270304,-24.7794937,-65.4181943,Adolfo Alsina,General Pablo Latorre,Adolfo Alsina y General Pablo Latorre
1167270316,-24.7900636,-65.424934,Francisco Narciso de Laprida,Rudecindo Alvarado,Francisco Narciso de Laprida y Rudecindo Alvarado
1167270317,-24.7818338,-65.4199931,Bernardino Rivadavia,Simón Bolívar,Bernardino Rivadavia y Simón Bolívar
1167270329,-24.7902583,-65.4220389,General Gregorio Aráoz de Lamadrid,Rudecindo Alvarado,General Gregorio Aráoz de Lamadrid y Rudecindo Alvarado
1167270330,-24.7850018,-65.4258794,General Martín Miguel de Güemes,Maipú,General Martín Miguel de Güemes y Maipú
1167270334,-24.7837364,-65.4285626,Junín,Santiago del Estero,Junín y Santiago del Estero
1167270360,-24.781881,-65.4193142,Bernardino Rivadavia,Pasaje José María Todd,Bernardino Rivadavia y Pasaje José María Todd
1167270361,-24.7828178,-65.4050225,Bernardino Rivadavia,Vicente López,Bernardino Rivadavia y Vicente López
1167270363,-24.7834913,-65.4313746,Coronel Manuel Isidoro Suárez,Santiago del Estero,Coronel Manuel Isidoro Suárez y Santiago del Estero
1167270374,-24.7848973,-65.4272431,General Martín Miguel de Güemes,República de Siria,General Martín Miguel de Güemes y República de Siria
1167270378,-24.7840143,-65.4243802,Rudecindo Ibazeta,Santiago del Estero,Rudecindo Ibazeta y Santiago del Estero
1167270384,-24.7803415,-65.4226688,Avenida Entre Ríos,Martín Cornejo,Avenida Entre Ríos y Martín Cornejo
1167270385,-24.7864105,-65.4232137,Avenida Manuel Belgrano,Martín Cornejo,Avenida Manuel Belgrano y Martín Cornejo
1167270386,-24.7826478,-65.4270572,Juan Martín Leguizamón,República de Siria,Juan Martín Leguizamón y República de Siria
1167270388,-24.7729912,-65.419108,Aniceto Latorre,Simón Bolívar,Aniceto Latorre y Simón Bolívar
1167270390,-24.7878354,-65.4205302,España,Simón Bolívar,España y Simón Bolívar
1167270393,-24.787652,-65.4233108,España,Martín Cornejo,España y Martín Cornejo
1167270402,-24.7842055,-65.4216102,Almirante Guillermo Brown,Santiago del Estero,Almirante Guillermo Brown y Santiago del Estero
