ID_Nodo,Latitud,Longitud,Calle_A,Calle_B,Nombre_Esquina
1211327785,-24.8024127,-65.419968,Coronel Jorge Vidt,General José María Paz,Coronel Jorge Vidt y General José María Paz
1260427712,-24.7938506,-65.3980055,Avenida Ejército de los Andes,Ernesto Cornejo Saravia,Avenida Ejército de los Andes y Ernesto Cornejo Saravia
1260427715,-24.7947877,-65.3983091,Dionicio Puch,Ernesto Cornejo Saravia,Dionicio Puch y Ernesto Cornejo Saravia
1260428142,-24.7945922,-65.39954,Avenida Hipólito Yrigoyen,Dionicio Puch,Avenida Hipólito Yrigoyen y Dionicio Puch
1260428345,-24.7916047,-65.4027726,Juan Galo Lavalle,Rudecindo Alvarado,Juan Galo Lavalle y Rudecindo Alvarado
1260431075,-24.7951995,-65.4005488,Avenida Hipólito Yrigoyen,Coronel Feliciano Antonio Chiclana,Avenida Hipólito Yrigoyen y Coronel Feliciano Antonio Chiclana
1260431092,-24.7917245,-65.4018279,Avenida Hipólito Yrigoyen,Mariano Boedo,Avenida Hipólito Yrigoyen y Mariano Boedo
1260431217,-24.7926967,-65.4058033,Catamarca,Justo José de Urquiza,Catamarca y Justo José de Urquiza
1260431218,-24.7927818,-65.4044523,Justo José de Urquiza,Santa Fe,Justo José de Urquiza y Santa Fe
1260431219,-24.792929,-65.4014273,Avenida Hipólito Yrigoyen,Pedro José Saravia,Avenida Hipólito Yrigoyen y Pedro José Saravia
1260432719,-24.7872665,-65.4128235,Avenida Manuel Belgrano,Manuel Antonio Castro,Avenida Manuel Belgrano y Manuel Antonio Castro
1260437094,-24.7910259,-65.4005074,Ingeniero Klein,Obispo Francisco Victoria,Ingeniero Klein y Obispo Francisco Victoria
1260437096,-24.789321,-65.4007767,Apolinario Saravia,Del Milagro,Apolinario Saravia y Del Milagro
1260437097,-24.7922329,-65.4004499,Avenida José Tobías,Mariano Boedo,Avenida José Tobías y Mariano Boedo
1260437098,-24.7892288,-65.4021339,Apolinario Saravia,Avenida del Bicentenario de la Batalla de Salta,Apolinario Saravia y Avenida del Bicentenario de la Batalla de Salta
1260437100,-24.7913615,-65.3998989,Avenida José Tobías,Ingeniero Klein,Avenida José Tobías y Ingeniero Klein
1260437104,-24.7902651,-65.4019565,Avenida Hipólito Yrigoyen,Avenida del Bicentenario de la Batalla de Salta,Avenida Hipólito Yrigoyen y Avenida del Bicentenario de la Batalla de Salta
1260437106,-24.786813,-65.4025802,Avenida del Bicentenario de la Batalla de Salta,General Martín Miguel de Güemes,Avenida del Bicentenario de la Batalla de Salta y General Martín Miguel de Güemes
1260437107,-24.7903586,-65.4006166,Del Milagro,Indalecio Gómez,Del Milagro y Indalecio Gómez
1260437109,-24.7882475,-65.4023098,Avenida del Bicentenario de la Batalla de Salta,Benjamín Zorrilla,Avenida del Bicentenario de la Batalla de Salta y Benjamín Zorrilla
1260437532,-24.7872795,-65.4024941,Avenida del Bicentenario de la Batalla de Salta,Juan Gregorio de Las Heras,Avenida del Bicentenario de la Batalla de Salta y Juan Gregorio de Las Heras
1260437534,-24.7869351,-65.4023558,Avenida Paseo Güemes,Avenida del Bicentenario de la Batalla de Salta,Avenida Paseo Güemes y Avenida del Bicentenario de la Batalla de Salta
1260437536,-24.7870115,-65.4040248,General Martín Miguel de Güemes,Juramento,General Martín Miguel de Güemes y Juramento
1260437542,-24.7882177,-65.4026074,Benjamín Zorrilla,Juan Gregorio de Las Heras,Benjamín Zorrilla y Juan Gregorio de Las Heras
1260437543,-24.7869461,-65.4025572,Avenida del Bicentenario de la Batalla de Salta,General Martín Miguel de Güemes,Avenida del Bicentenario de la Batalla de Salta y General Martín Miguel de Güemes
1260437555,-24.786888,-65.4012028,Avenida Paseo Güemes,Del Milagro,Avenida Paseo Güemes y Del Milagro
1260437556,-24.7868238,-65.399789,Avenida Paseo Güemes,Avenida Uruguay,Avenida Paseo Güemes y Avenida Uruguay
1260437832,-24.7902211,-65.4027179,Caseros,Indalecio Gómez,Caseros y Indalecio Gómez
1260437833,-24.7891802,-65.402654,Apolinario Saravia,España,Apolinario Saravia y España
1260438014,-24.789444,-65.3991967,Apolinario Saravia,Avenida Francisco de Gurruchaga,Apolinario Saravia y Avenida Francisco de Gurruchaga
1260438015,-24.7911153,-65.4016704,Avenida Hipólito Yrigoyen,Ingeniero Klein,Avenida Hipólito Yrigoyen y Ingeniero Klein
1260438016,-24.7928623,-65.4028719,Juan Galo Lavalle,Justo José de Urquiza,Juan Galo Lavalle y Justo José de Urquiza
1260438103,-24.7931448,-65.3989847,Avenida San Martín,Mariano Boedo,Avenida San Martín y Mariano Boedo
1260442986,-24.7778276,-65.4032996,Avenida del Bicentenario de la Batalla de Salta,Florentino Ameghino,Avenida del Bicentenario de la Batalla de Salta y Florentino Ameghino
1260442988,-24.7797508,-65.4032882,Avenida del Bicentenario de la Batalla de Salta,Pasaje N. Roldán,Avenida del Bicentenario de la Batalla de Salta y Pasaje N. Roldán
1260442993,-24.7797368,-65.403456,Avenida del Bicentenario de la Batalla de Salta,Pasaje N. Roldán,Avenida del Bicentenario de la Batalla de Salta y Pasaje N. Roldán
1260442995,-24.7792212,-65.4013757,Avenida Uruguay,General Eustaquio Frías,Avenida Uruguay y General Eustaquio Frías
1260442998,-24.7842214,-65.4030127,Avenida del Bicentenario de la Batalla de Salta,Juan Martín Leguizamón,Avenida del Bicentenario de la Batalla de Salta y Juan Martín Leguizamón
1260442999,-24.7815949,-65.4034619,Avenida Antonio Fernández Cornejo,Avenida Entre Ríos,Avenida Antonio Fernández Cornejo y Avenida Entre Ríos
1260443004,-24.7803307,-65.4035061,Adolfo Alsina,Avenida del Bicentenario de la Batalla de Salta,Adolfo Alsina y Avenida del Bicentenario de la Batalla de Salta
1260443011,-24.7817219,-65.4032776,Avenida Antonio Fernández Cornejo,Avenida Entre Ríos,Avenida Antonio Fernández Cornejo y Avenida Entre Ríos
1260443012,-24.779063,-65.4033985,Avenida del Bicentenario de la Batalla de Salta,Mariano Necochea,Avenida del Bicentenario de la Batalla de Salta y Mariano Necochea
1260443014,-24.7816161,-65.4049003,Avenida Entre Ríos,Vicente López,Avenida Entre Ríos y Vicente López
1260443039,-24.7856429,-65.4027823,Avenida del Bicentenario de la Batalla de Salta,Santiago del Estero,Avenida del Bicentenario de la Batalla de Salta y Santiago del Estero
1260443489,-24.777956,-65.40148,Avenida Ricardo Solá,Avenida Uruguay,Avenida Ricardo Solá y Avenida Uruguay
1260445192,-24.7766905,-65.4014536,Avenida Uruguay,Bernardo O'Higgins,Avenida Uruguay y Bernardo O'Higgins
1260445194,-24.7753977,-65.4017482,12 de Octubre,Avenida del Bicentenario de la Batalla de Salta,12 de Octubre y Avenida del Bicentenario de la Batalla de Salta
1260445204,-24.7760179,-65.4026502,Avenida del Bicentenario de la Batalla de Salta,Juramento,Avenida del Bicentenario de la Batalla de Salta y Juramento
1260445205,-24.7772694,-65.4030927,Avenida del Bicentenario de la Batalla de Salta,Gregorio Beeche,Avenida del Bicentenario de la Batalla de Salta y Gregorio Beeche
1260445212,-24.7751374,-65.4010758,Avenida Reyes Católicos,Avenida Uruguay,Avenida Reyes Católicos y Avenida Uruguay
1260445217,-24.7753556,-65.4020966,12 de Octubre,Avenida del Bicentenario de la Batalla de Salta,12 de Octubre y Avenida del Bicentenario de la Batalla de Salta
1260445225,-24.7744581,-65.400626,Aniceto Latorre,Avenida Reyes Católicos,Aniceto Latorre y Avenida Reyes Católicos
1260445227,-24.7744446,-65.400784,Aniceto Latorre,Los Aceres,Aniceto Latorre y Los Aceres
1260445230,-24.7743593,-65.4011095,Aniceto Latorre,Las Heras,Aniceto Latorre y Las Heras
1260445231,-24.7746037,-65.4000155,Avenida Reyes Católicos,Los Paraísos,Avenida Reyes Católicos y Los Paraísos
1260445235,-24.774246,-65.4025797,Aniceto Latorre,Juramento,Aniceto Latorre y Juramento
1260445595,-24.7817359,-65.4011358,Avenida Antonio Fernández Cornejo,Avenida Uruguay,Avenida Antonio Fernández Cornejo y Avenida Uruguay
1260445596,-24.7816759,-65.4020896,Avenida Antonio Fernández Cornejo,Del Milagro,Avenida Antonio Fernández Cornejo y Del Milagro
1261033591,-24.7953251,-65.4045965,Mendoza,Santa Fe,Mendoza y Santa Fe
1365441713,-24.8023247,-65.4135825,Bruno Mauricio de Zabala,Florida,Bruno Mauricio de Zabala y Florida
1365441718,-24.8031513,-65.4178892,Jujuy,Remedios Escalada de San Martín,Jujuy y Remedios Escalada de San Martín
1365441722,-24.8034051,-65.417973,Avenida Paraguay,Dalmacio Vélez Sársfield,Avenida Paraguay y Dalmacio Vélez Sársfield
1365441727,-24.8029573,-65.4163531,Carlos Pellegrini,Puente Dalmacio Vélez Sarsfield,Carlos Pellegrini y Puente Dalmacio Vélez Sarsfield
1365441729,-24.8035278,-65.4180301,Avenida Paraguay,Dalmacio Vélez Sársfield,Avenida Paraguay y Dalmacio Vélez Sársfield
1365441734,-24.8037259,-65.4151909,De la Democracia,Ituzaingó,De la Democracia y Ituzaingó
1365441736,-24.8037432,-65.4137091,Florida,Joaquín Castellanos,Florida y Joaquín Castellanos
1365441742,-24.803827,-65.4164517,Avenida Chile,Joaquín Díaz de Bedoya,Avenida Chile y Joaquín Díaz de Bedoya
1365441744,-24.803929,-65.4122707,Joaquín Castellanos,Juan Bautista Alberdi,Joaquín Castellanos y Juan Bautista Alberdi
1365441749,-24.8043435,-65.418565,Avenida Paraguay,Francisco Fernández,Avenida Paraguay y Francisco Fernández
1365441751,-24.8044684,-65.4137727,30 de Octubre,Florida,30 de Octubre y Florida
1365441759,-24.8048729,-65.4149839,Ituzaingó,Joaquín Castellanos,Ituzaingó y Joaquín Castellanos
1365441760,-24.8050771,-65.4163508,Joaquín Castellanos,Los Partidarios,Joaquín Castellanos y Los Partidarios
1365441761,-24.80515,-65.4170496,Avenida Chile,Joaquín Castellanos,Avenida Chile y Joaquín Castellanos
1365441770,-24.8052627,-65.4177476,Joaquín Castellanos,Los Lanceros,Joaquín Castellanos y Los Lanceros
1365441773,-24.8053705,-65.4183925,Francisco Fernández,Joaquín Castellanos,Francisco Fernández y Joaquín Castellanos
1365441774,-24.8054803,-65.4190976,Enrique Clement,Joaquín Castellanos,Enrique Clement y Joaquín Castellanos
1365441776,-24.8055534,-65.4193799,Avenida Paraguay,Joaquín Castellanos,Avenida Paraguay y Joaquín Castellanos
1365441784,-24.8055272,-65.4139316,De la Democracia,Virgilio Tedín,De la Democracia y Virgilio Tedín
1365441791,-24.8060071,-65.414079,Escuadrón de los Gauchos,José M. Astigueta,Escuadrón de los Gauchos y José M. Astigueta
1365441798,-24.8061224,-65.4147554,Ituzaingó,Virgilio Tedín,Ituzaingó y Virgilio Tedín
1365441800,-24.8062238,-65.4154545,Los Infernales,Virgilio Tedín,Los Infernales y Virgilio Tedín
1365441804,-24.8062575,-65.4175431,Avenida Chile,Los Lanceros,Avenida Chile y Los Lanceros
1365441805,-24.8063281,-65.4161393,Los Partidarios,Virgilio Tedín,Los Partidarios y Virgilio Tedín
1365441806,-24.8064155,-65.4199598,Avenida Bélgica,Avenida Paraguay,Avenida Bélgica y Avenida Paraguay
1365441807,-24.8065182,-65.4175023,Los Lanceros,Virgilio Tedín,Los Lanceros y Virgilio Tedín
1365441813,-24.8065365,-65.41766,Avenida Chile,Virgilio Tedín,Avenida Chile y Virgilio Tedín
1365441821,-24.806707,-65.4188865,Enrique Clement,Virgilio Tedín,Enrique Clement y Virgilio Tedín
1365441832,-24.8068308,-65.4125027,De la Democracia,Juan Bautista Alberdi,De la Democracia y Juan Bautista Alberdi
1365441842,-24.8070447,-65.4124993,De los Decididos,Delfín Leguizamón,De los Decididos y Delfín Leguizamón
1365441845,-24.8070881,-65.4127933,Delfín Leguizamón,José M. Astigueta,Delfín Leguizamón y José M. Astigueta
1365441846,-24.8071448,-65.4131776,Delfín Leguizamón,Florida,Delfín Leguizamón y Florida
1365441847,-24.8072042,-65.4124677,De los Decididos,José M. Astigueta,De los Decididos y José M. Astigueta
1365441857,-24.8072467,-65.413869,Delfín Leguizamón,Escuadrón de los Gauchos,Delfín Leguizamón y Escuadrón de los Gauchos
1365441860,-24.8073472,-65.4145502,Delfín Leguizamón,Ituzaingó,Delfín Leguizamón y Ituzaingó
1365441865,-24.8074487,-65.4152383,Delfín Leguizamón,Los Infernales,Delfín Leguizamón y Los Infernales
1365441871,-24.807549,-65.4159181,Delfín Leguizamón,Los Partidarios,Delfín Leguizamón y Los Partidarios
1365441878,-24.8076515,-65.416613,Coronel Francisco de Uriondo,Delfín Leguizamón,Coronel Francisco de Uriondo y Delfín Leguizamón
1365441884,-24.8077509,-65.4172865,Delfín Leguizamón,Los Lanceros,Delfín Leguizamón y Los Lanceros
1365441891,-24.8078909,-65.4182358,Avenida Chile,Delfín Leguizamón,Avenida Chile y Delfín Leguizamón
1365441905,-24.8081496,-65.4106529,16 de Septiembre,Avenida Independencia,16 de Septiembre y Avenida Independencia
1365441913,-24.8081568,-65.4108478,Avenida Independencia,De la Democracia,Avenida Independencia y De la Democracia
1365441919,-24.8081897,-65.4114258,Avenida Independencia,José M. Astigueta,Avenida Independencia y José M. Astigueta
1365441923,-24.808317,-65.4122609,Avenida Independencia,De los Decididos,Avenida Independencia y De los Decididos
1365441928,-24.8084173,-65.4129489,Avenida Independencia,Florida,Avenida Independencia y Florida
1365441930,-24.8085242,-65.4136378,Avenida Independencia,Escuadrón de los Gauchos,Avenida Independencia y Escuadrón de los Gauchos
1365441942,-24.8085648,-65.4185246,Avenida Chile,Ingeniero Enrique Clement,Avenida Chile y Ingeniero Enrique Clement
1365441949,-24.808628,-65.4143191,Avenida Independencia,Ituzaingó,Avenida Independencia y Ituzaingó
1365441964,-24.8087279,-65.4150177,Avenida Independencia,Los Infernales,Avenida Independencia y Los Infernales
1365441969,-24.808822,-65.415698,Avenida Independencia,Los Partidarios,Avenida Independencia y Los Partidarios
1365441972,-24.80884,-65.4114011,José M. Astigueta,Pasaje Doctor Carlos Ibarburen,José M. Astigueta y Pasaje Doctor Carlos Ibarburen
1365441978,-24.8089207,-65.4163897,Avenida Independencia,Coronel Francisco de Uriondo,Avenida Independencia y Coronel Francisco de Uriondo
1365441986,-24.809013,-65.4170595,Avenida Independencia,Los Lanceros,Avenida Independencia y Los Lanceros
1365441987,-24.8090486,-65.4128354,Florida,Pasaje Doctor Carlos Ibarburen,Florida y Pasaje Doctor Carlos Ibarburen
1365441994,-24.8091128,-65.4177378,Avenida Independencia,Javier Fernández,Avenida Independencia y Javier Fernández
1365442000,-24.8092155,-65.4183939,Avenida Independencia,Ingeniero Enrique Clement,Avenida Independencia y Ingeniero Enrique Clement
1365442004,-24.8092798,-65.4188195,Avenida Chile,Avenida Independencia,Avenida Chile y Avenida Independencia
1365442035,-24.8096781,-65.4127225,Doctor Damián Torino,Florida,Doctor Damián Torino y Florida
1365442052,-24.8097827,-65.4134179,Doctor Damián Torino,Escuadrón de los Gauchos,Doctor Damián Torino y Escuadrón de los Gauchos
1365442060,-24.809886,-65.4141071,Doctor Damián Torino,Ituzaingó,Doctor Damián Torino y Ituzaingó
1365442062,-24.8099858,-65.4147733,Doctor Damián Torino,Los Infernales,Doctor Damián Torino y Los Infernales
1365442070,-24.8100921,-65.4154823,Doctor Damián Torino,Los Partidarios,Doctor Damián Torino y Los Partidarios
1365442071,-24.8101025,-65.4192311,Avenida Chile,Avenida Costanera,Avenida Chile y Avenida Costanera
1365442074,-24.8101958,-65.4161739,Coronel Francisco de Uriondo,Doctor Damián Torino,Coronel Francisco de Uriondo y Doctor Damián Torino
1365442075,-24.8102926,-65.4168304,Doctor Damián Torino,Los Lanceros,Doctor Damián Torino y Los Lanceros
1365442077,-24.8103966,-65.4175141,Doctor Damián Torino,Javier Fernández,Doctor Damián Torino y Javier Fernández
1365442080,-24.8104719,-65.4125786,Florida,José M. Astigueta,Florida y José M. Astigueta
1365442082,-24.8105622,-65.4186194,Avenida Costanera,Doctor Damián Torino,Avenida Costanera y Doctor Damián Torino
1365442108,-24.810901,-65.4181138,Avenida Costanera,Ingeniero Enrique Clement,Avenida Costanera y Ingeniero Enrique Clement
1365442115,-24.81086,-65.4132021,Escuadrón de los Gauchos,José M. Astigueta,Escuadrón de los Gauchos y José M. Astigueta
1365442140,-24.8111077,-65.4138815,Ituzaingó,José M. Astigueta,Ituzaingó y José M. Astigueta
1365442148,-24.8112354,-65.4145443,José M. Astigueta,Los Infernales,José M. Astigueta y Los Infernales
1365442163,-24.8113455,-65.4152273,José M. Astigueta,Los Partidarios,José M. Astigueta y Los Partidarios
1365442171,-24.8114222,-65.4173365,Avenida Costanera,Javier Fernández,Avenida Costanera y Javier Fernández
1365442174,-24.8114575,-65.4159298,Coronel Francisco de Uriondo,José M. Astigueta,Coronel Francisco de Uriondo y José M. Astigueta
1365442180,-24.8115391,-65.4166018,José M. Astigueta,Los Lanceros,José M. Astigueta y Los Lanceros
1365442195,-24.8115975,-65.4170181,Avenida Costanera,José M. Astigueta,Avenida Costanera y José M. Astigueta
1365467046,-24.7976159,-65.408206,Obispo Matías Linares,San Luis,Obispo Matías Linares y San Luis
1365467060,-24.7979582,-65.4033378,Juan Galo Lavalle,Pedro Pardo,Juan Galo Lavalle y Pedro Pardo
1365467062,-24.7979944,-65.401954,Manuela González de Tood,Pedro Pardo,Manuela González de Tood y Pedro Pardo
1365467066,-24.7979989,-65.4012744,Pedro Pardo,San Cayetano,Pedro Pardo y San Cayetano
1365467070,-24.7980281,-65.4005779,Francisco Gabino Arias,Pedro Pardo,Francisco Gabino Arias y Pedro Pardo
1365467074,-24.7988362,-65.4082994,La Rioja,Obispo Matías Linares,La Rioja y Obispo Matías Linares
1365467083,-24.7990148,-65.405765,La Rioja,San Felipe y Santiago,La Rioja y San Felipe y Santiago
1365467092,-24.7992767,-65.4020763,Doctor José Benito Graña,Manuela González de Tood,Doctor José Benito Graña y Manuela González de Tood
1365467097,-24.7993235,-65.4013771,Doctor José Benito Graña,San Cayetano,Doctor José Benito Graña y San Cayetano
1365467101,-24.7994748,-65.4171113,Esteco,Tucumán,Esteco y Tucumán
1365467108,-24.7994683,-65.3993188,Doctor José Benito Graña,Doctor Juan Antonio Fernández,Doctor José Benito Graña y Doctor Juan Antonio Fernández
1365467110,-24.7995128,-65.4090839,Calixto Gauna,Córdoba,Calixto Gauna y Córdoba
1365467144,-24.7997537,-65.4062909,Calixto Gauna,Catamarca,Calixto Gauna y Catamarca
1365467150,-24.8001756,-65.4097526,Pasaje Juan Adrián Cornejo,Tucumán,Pasaje Juan Adrián Cornejo y Tucumán
1365467184,-24.800323,-65.4148358,Ituzaingó,Pasaje Alejandro Aguado,Ituzaingó y Pasaje Alejandro Aguado
1365467193,-24.8004465,-65.4133962,Florida,Pasaje Alejandro Aguado,Florida y Pasaje Alejandro Aguado
1365467203,-24.800543,-65.4162071,Carlos Pellegrini,Corrientes,Carlos Pellegrini y Corrientes
1365467208,-24.8005781,-65.4119804,Juan Bautista Alberdi,Pasaje Alejandro Aguado,Juan Bautista Alberdi y Pasaje Alejandro Aguado
1365467226,-24.8006935,-65.4035738,Doctor José Evaristo Uriburu,Juan Galo Lavalle,Doctor José Evaristo Uriburu y Juan Galo Lavalle
1365467230,-24.8007171,-65.403281,Doctor José Evaristo Uriburu,Pablo Saravia,Doctor José Evaristo Uriburu y Pablo Saravia
1365467238,-24.8007734,-65.4162109,Carlos Pellegrini,Corrientes,Carlos Pellegrini y Corrientes
1365467246,-24.8008124,-65.4022215,Doctor José Evaristo Uriburu,Manuela González de Tood,Doctor José Evaristo Uriburu y Manuela González de Tood
1365467257,-24.8008715,-65.40153,Doctor José Evaristo Uriburu,San Cayetano,Doctor José Evaristo Uriburu y San Cayetano
1365467262,-24.8009049,-65.4148764,Corrientes,Ituzaingó,Corrientes y Ituzaingó
1365467286,-24.8010332,-65.4134381,Corrientes,Florida,Corrientes y Florida
1365467289,-24.801045,-65.3994556,Doctor José Evaristo Uriburu,Doctor Juan Antonio Fernández,Doctor José Evaristo Uriburu y Doctor Juan Antonio Fernández
1365467299,-24.8011034,-65.4148956,Corrientes,Ituzaingó,Corrientes y Ituzaingó
1365467307,-24.8011628,-65.414403,Corrientes,Esc de los Gauchos,Corrientes y Esc de los Gauchos
1365467315,-24.8011446,-65.3981311,Doctor José Evaristo Uriburu,Obispo Romero,Doctor José Evaristo Uriburu y Obispo Romero
1365467332,-24.8012622,-65.4134551,Corrientes,Esteco,Corrientes y Esteco
1365467340,-24.8013917,-65.4098808,Corrientes,Pasaje Juan Adrián Cornejo,Corrientes y Pasaje Juan Adrián Cornejo
1365467347,-24.8015767,-65.4031763,De las Artes,Pablo Saravia,De las Artes y Pablo Saravia
1365467353,-24.8015962,-65.4008936,De las Artes,Francisco Gabino Arias,De las Artes y Francisco Gabino Arias
1365467361,-24.8016646,-65.402289,De las Artes,Manuela González de Tood,De las Artes y Manuela González de Tood
1365467364,-24.8017167,-65.3995114,De las Artes,Doctor Juan Antonio Fernández,De las Artes y Doctor Juan Antonio Fernández
1365467367,-24.8017956,-65.4057453,Corrientes,Napoleón Peña,Corrientes y Napoleón Peña
1365467370,-24.8018008,-65.400915,De las Artes,Francisco Gabino Arias,De las Artes y Francisco Gabino Arias
1365467375,-24.8018269,-65.398163,De las Artes,Obispo Romero,De las Artes y Obispo Romero
1365467377,-24.8018682,-65.4050609,Corrientes,José Rondeau,Corrientes y José Rondeau
1365467381,-24.8019245,-65.4044869,Corrientes,San Felipe y Santiago,Corrientes y San Felipe y Santiago
1365467390,-24.8019338,-65.4043311,Corrientes,Santa Fe,Corrientes y Santa Fe
1365467393,-24.8019802,-65.4036926,Corrientes,Juan Galo Lavalle,Corrientes y Juan Galo Lavalle
1365467397,-24.8020275,-65.4031117,Pablo Saravia,Vicario Toscano,Pablo Saravia y Vicario Toscano
1365467399,-24.8020963,-65.4023279,Manuela González de Tood,Vicario Toscano,Manuela González de Tood y Vicario Toscano
1365467403,-24.8022039,-65.4150371,Bruno Mauricio de Zabala,Ituzaingó,Bruno Mauricio de Zabala y Ituzaingó
1365467413,-24.8022158,-65.4009537,Francisco Gabino Arias,Vicario Toscano,Francisco Gabino Arias y Vicario Toscano
1365467415,-24.8022396,-65.4145258,Bruno Mauricio de Zabala,Esc de los Gauchos,Bruno Mauricio de Zabala y Esc de los Gauchos
1365467417,-24.8022714,-65.400321,Benito Campos,Vicario Toscano,Benito Campos y Vicario Toscano
1365467418,-24.8024321,-65.4042948,San Felipe y Santiago,Santa Fe,San Felipe y Santiago y Santa Fe
1365467419,-24.8023456,-65.3995593,Doctor Juan Antonio Fernández,Vicario Toscano,Doctor Juan Antonio Fernández y Vicario Toscano
1365467420,-24.8023894,-65.4129109,Bruno Mauricio de Zabala,Pasaje Pedro A. Ceballos,Bruno Mauricio de Zabala y Pasaje Pedro A. Ceballos
1365467422,-24.8024886,-65.3982099,Obispo Romero,Vicario Toscano,Obispo Romero y Vicario Toscano
1365467433,-24.8025732,-65.4108119,Bruno Mauricio de Zabala,Buenos Aires,Bruno Mauricio de Zabala y Buenos Aires
1365467434,-24.8027135,-65.4093324,Bruno Mauricio de Zabala,Córdoba,Bruno Mauricio de Zabala y Córdoba
1365467435,-24.8027631,-65.4023955,Manuela González de Tood,Moisés Oliva,Manuela González de Tood y Moisés Oliva
1365467436,-24.8027668,-65.4163316,Carlos Pellegrini,Coronel Jorge Vidt,Carlos Pellegrini y Coronel Jorge Vidt
1365467437,-24.8028252,-65.415108,General Enrique Mosconi,Ituzaingó,General Enrique Mosconi y Ituzaingó
1365467439,-24.8028678,-65.4010083,Francisco Gabino Arias,Moisés Oliva,Francisco Gabino Arias y Moisés Oliva
1365467440,-24.8029188,-65.4136389,Florida,General Enrique Mosconi,Florida y General Enrique Mosconi
1365467449,-24.8030541,-65.4058373,Bruno Mauricio de Zabala,Napoleón Peña,Bruno Mauricio de Zabala y Napoleón Peña
1365467451,-24.8031185,-65.4051386,Bruno Mauricio de Zabala,José Rondeau,Bruno Mauricio de Zabala y José Rondeau
1365467454,-24.803194,-65.4042309,Bruno Mauricio de Zabala,Santa Fe,Bruno Mauricio de Zabala y Santa Fe
1365467455,-24.8032046,-65.4151441,30 de Octubre,Ituzaingó,30 de Octubre y Ituzaingó
1365467456,-24.8032239,-65.4039172,Bruno Mauricio de Zabala,San Felipe y Santiago,Bruno Mauricio de Zabala y San Felipe y Santiago
1365467463,-24.8033533,-65.4024545,Manuel A. Acevedo,Manuela González de Tood,Manuel A. Acevedo y Manuela González de Tood
1365467465,-24.8034766,-65.4093973,Córdoba,Del Sol,Córdoba y Del Sol
1365467467,-24.8032323,-65.4037934,Bruno Mauricio de Zabala,Juan Galo Lavalle,Bruno Mauricio de Zabala y Juan Galo Lavalle
1365467471,-24.8035457,-65.4004544,Benito Campos,Manuel A. Acevedo,Benito Campos y Manuel A. Acevedo
1365467473,-24.8035956,-65.406576,Catamarca,Pasaje Del Sol,Catamarca y Pasaje Del Sol
1365467474,-24.8036201,-65.3996705,Doctor Juan Antonio Fernández,Manuel A. Acevedo,Doctor Juan Antonio Fernández y Manuel A. Acevedo
1365467477,-24.8036165,-65.407994,Del Sol,Hernando de Lerma,Del Sol y Hernando de Lerma
1365467481,-24.8037296,-65.4051753,José Rondeau,Pasaje Del Sol,José Rondeau y Pasaje Del Sol
1365467482,-24.8037569,-65.398308,Manuel A. Acevedo,Obispo Romero,Manuel A. Acevedo y Obispo Romero
1365467484,-24.8037555,-65.4065873,Catamarca,Del Sol,Catamarca y Del Sol
1365467490,-24.8038391,-65.4109203,Buenos Aires,Joaquín Castellanos,Buenos Aires y Joaquín Castellanos
1365467491,-24.8038345,-65.4130412,Joaquín Castellanos,Pasaje Pedro A. Ceballos,Joaquín Castellanos y Pasaje Pedro A. Ceballos
1365467492,-24.8038582,-65.3970867,Avenida Los Lirios,Los Geranios,Avenida Los Lirios y Los Geranios
1365467497,-24.8039653,-65.4094393,Córdoba,Joaquín Castellanos,Córdoba y Joaquín Castellanos
1365467499,-24.8039523,-65.4024955,Los Jesuitas,Manuela González de Tood,Los Jesuitas y Manuela González de Tood
1365467501,-24.8041141,-65.4011098,Francisco Gabino Arias,Los Jesuitas,Francisco Gabino Arias y Los Jesuitas
1365467503,-24.8042376,-65.3997179,Doctor Juan Antonio Fernández,Los Jesuitas,Doctor Juan Antonio Fernández y Los Jesuitas
1365467505,-24.8043659,-65.4052204,Joaquín Castellanos,José Rondeau,Joaquín Castellanos y José Rondeau
1365467509,-24.8043611,-65.3983591,Los Jesuitas,Obispo Romero,Los Jesuitas y Obispo Romero
1365467510,-24.8044553,-65.4041111,Joaquín Castellanos,Santa Fe,Joaquín Castellanos y Santa Fe
1365467511,-24.8044898,-65.4109662,Buenos Aires,Del Temple,Buenos Aires y Del Temple
1365467512,-24.8044732,-65.4039101,Doctor Eduardo Wilde,Joaquín Castellanos,Doctor Eduardo Wilde y Joaquín Castellanos
1365467516,-24.8045109,-65.4033746,Doctor Eduardo Wilde,San Felipe y Santiago,Doctor Eduardo Wilde y San Felipe y Santiago
1365467518,-24.8046152,-65.4094888,Córdoba,Del Temple,Córdoba y Del Temple
1365467520,-24.8046733,-65.4018423,Diego de Rojas,Doctor Eduardo Wilde,Diego de Rojas y Doctor Eduardo Wilde
1365467521,-24.8047435,-65.4011699,Doctor Eduardo Wilde,Francisco Gabino Arias,Doctor Eduardo Wilde y Francisco Gabino Arias
1365467526,-24.8048574,-65.3997927,Doctor Eduardo Wilde,Doctor Juan Antonio Fernández,Doctor Eduardo Wilde y Doctor Juan Antonio Fernández
1365467527,-24.8049388,-65.399114,Doctor Eduardo Wilde,Pasaje José M. Estrada,Doctor Eduardo Wilde y Pasaje José M. Estrada
